athlete_id,games,year,season,city,sport,event,medal
1,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,NA
2,2012 Summer,2012,Summer,London,Judo,Judo Men's Extra-Lightweight,NA
3,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,NA
4,1900 Summer,1900,Summer,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
5,1988 Winter,1988,Winter,Calgary,Speed Skating,Speed Skating Women's 500 metres,NA
5,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 1,000 metres",NA
5,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Women's 500 metres,NA
5,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Women's 1,000 metres",NA
5,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Women's 500 metres,NA
5,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 1,000 metres",NA
6,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,NA
6,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
6,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,NA
6,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
6,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,NA
6,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA
6,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,NA
6,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
7,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,NA
7,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
7,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,NA
7,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
7,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,NA
7,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA
7,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,NA
7,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
8,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's 100 metres,NA
8,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,NA
9,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
10,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 400 metres Freestyle,NA
11,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA
12,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Men's Singles,NA
13,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Women's Windsurfer,NA
13,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Windsurfer,NA
14,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 7.5 kilometres Sprint,NA
15,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 200 metres Breaststroke,NA
15,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 400 metres Breaststroke,NA
15,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
15,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Breaststroke,Bronze
15,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 200 metres Breaststroke,NA
16,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
17,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
17,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
17,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,NA
17,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Gold
17,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,NA
17,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,NA
17,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Rings,NA
17,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
17,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around,NA
17,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,Bronze
17,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,NA
17,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,NA
17,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,NA
17,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,NA
17,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,NA
17,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,NA
18,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Shot Put,NA
19,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",NA
20,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Downhill,NA
20,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Super G,Gold
20,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze
20,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Slalom,NA
20,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Downhill,Silver
20,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Super G,Bronze
20,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
20,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Slalom,NA
20,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Combined,Silver
20,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Downhill,NA
20,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Super G,NA
20,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
20,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Combined,NA
20,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Downhill,NA
20,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Super G,Gold
20,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
20,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,NA
20,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Combined,Gold
20,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Downhill,NA
20,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Super G,Gold
21,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Gold
22,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,NA
23,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",NA
23,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",NA
24,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,Speed Skating Men's 500 metres,NA
24,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 1,500 metres",NA
24,1964 Winter,1964,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,500 metres",NA
25,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
26,1984 Winter,1984,Winter,Sarajevo,Luge,Luge Women's Singles,NA
27,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,NA
28,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,NA
28,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,NA
29,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Bronze
30,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Double Sculls,Silver
30,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,NA
31,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Pole Vault,NA
32,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's High Jump,NA
33,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Two Person Dinghy,NA
33,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's Two Person Dinghy,NA
34,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",NA
35,1998 Winter,1998,Winter,Nagano,Bobsleigh,Bobsleigh Men's Four,NA
36,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Butterfly,NA
36,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Butterfly,NA
36,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
36,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Butterfly,NA
36,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Butterfly,NA
37,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Bronze
38,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
39,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Foil, Individual",NA
39,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Individual",NA
39,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Team",NA
40,1952 Winter,1952,Winter,Oslo,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze
40,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 1,500 metres",NA
40,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 5,000 metres",NA
40,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
40,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 5,000 metres",NA
40,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 10,000 metres",NA
41,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,NA
42,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Gold
43,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
44,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA
44,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
44,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
44,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA
44,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
45,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
46,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",NA
46,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",NA
46,1952 Summer,1952,Summer,Helsinki,Shooting,Shooting Men's Trap,NA
46,1956 Summer,1956,Summer,Melbourne,Shooting,Shooting Men's Trap,NA
46,1960 Summer,1960,Summer,Roma,Shooting,Shooting Men's Trap,NA
47,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,NA
47,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,NA
47,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Long Jump,NA
47,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Long Jump,NA
48,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,NA
49,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Javelin Throw,NA
49,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Javelin Throw,NA
50,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Heavyweight, Freestyle",NA
50,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Heavyweight, Freestyle",NA
51,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,NA
51,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,NA
51,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,NA
51,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,NA
51,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,NA
51,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,NA
52,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,NA
53,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Flyweight,NA
54,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,NA
55,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",NA
56,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Individual",NA
56,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Team",Gold
57,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,NA
58,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",NA
58,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",NA
59,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Lightweight,NA
59,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Middleweight,NA
60,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Middleweight,NA
61,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,NA
62,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze
63,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Individual",Bronze
64,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Middleweight,NA
65,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,Bronze
66,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Flyweight,NA
67,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Javelin Throw,Silver
67,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Javelin Throw,NA
68,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Butterfly,NA
68,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
69,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,NA
70,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Platform,NA
71,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",NA
71,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",NA
72,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",NA
72,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
73,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Gold
73,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold
73,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
74,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxless Pairs,NA
75,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's epee, Individual",NA
76,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold
77,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Middleweight,NA
78,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Lightweight,NA
79,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Featherweight,NA
80,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Gold
81,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,NA
82,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Doubles,NA
83,1992 Summer,1992,Summer,Barcelona,Shooting,Shooting Mixed Skeet,NA
84,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
85,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NA
85,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
85,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NA
86,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",NA
86,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Bronze
87,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",NA
88,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,NA
89,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,NA
90,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Sprint,Silver
90,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,NA
91,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,NA
92,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,NA
93,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,NA
93,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Gold
94,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Trap,NA
95,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Marathon,NA
96,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,NA
97,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,NA
98,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Individual",NA
98,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Foil, Team",NA
98,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team",NA
99,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",Silver
100,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,NA
100,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
101,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Lightweight,NA
102,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,NA
102,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,NA
103,1936 Summer,1936,Summer,Berlin,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
104,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,NA
105,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Welterweight,NA
105,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,NA
106,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Quadruple Sculls,Gold
106,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,Gold
106,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Gold
107,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold
107,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Gold
107,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver
107,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,NA
108,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Pairs,NA
108,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold
108,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Gold
108,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver
109,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,NA
109,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,NA
109,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,NA
110,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,NA
111,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Hammer Throw,NA
112,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Lightweight,NA
113,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,NA
114,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,NA
115,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,NA
116,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Featherweight,NA
116,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Featherweight,NA
117,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,NA
117,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA
118,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",NA
119,1952 Summer,1952,Summer,Helsinki,Diving,Diving Men's Platform,NA
120,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,NA
121,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
122,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middleweight,NA
123,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,NA
123,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,NA
123,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,NA
124,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,NA
125,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,NA
126,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,NA
127,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,NA
127,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,NA
127,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,NA
128,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Single Sculls,NA
129,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,NA
130,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,NA
131,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Featherweight,NA
132,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,NA
133,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
134,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,NA
135,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,NA
136,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,NA
137,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Men's Singles,NA
137,1968 Winter,1968,Winter,Grenoble,Figure Skating,Figure Skating Men's Singles,NA
138,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,NA
139,1906 Summer,1906,Summer,Athina,Football,Football Men's Football,Bronze
140,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,NA
140,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,NA
141,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
141,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",NA
142,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 5,000 metres",NA
143,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
144,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,NA
145,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Men's Singles,NA
145,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Men's Singles,NA
145,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
146,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",NA
147,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,NA
148,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,NA
149,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",NA
150,1900 Summer,1900,Summer,Paris,Golf,Golf Women's Individual,Gold
151,1900 Summer,1900,Summer,Paris,Golf,Golf Women's Individual,NA
152,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,NA
153,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver
154,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,NA
155,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",NA
155,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",NA
155,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",NA
156,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,NA
157,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,NA
157,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,NA
158,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Heavyweight,NA
