id,name,sex,height,weight,team
8295,"Donald Brian ""Don"" Bartlett",M,185,84,Canada
8296,Harold Terry Bartlett,M,179,0,United States
8297,"James Alfred ""Jimmy"" Bartlett",M,0,0,Canada
8298,William Kenneth Charles Bartlett,M,183,75,United States
8299,Laura Bartlett,F,169,63,Great Britain
8300,Lee Marion Bartlett,M,183,75,United States
8301,"Terence J. ""Terry"" Bartlett",M,175,71,Great Britain
8302,"Anthony William ""Tony"" Bartlett",M,175,73,Great Britain
8303,Carol Anne Bartlett-Page,F,165,56,Great Britain
8304,"Christopher Roger ""Chris"" Bartley",M,178,72,Great Britain
8305,Charles Albert Bartliff,M,0,0,Christian Brothers' College-1
8306,Michiel Bernhard Emiel Marie Bartman,M,193,90,Netherlands
8307,Zbigniew Bartman,M,198,83,Poland
8308,Bartomiej Bartnicki,M,186,99,Poland
8309,Gnter Bartnik,M,170,66,East Germany
8310,Wojciech Stanisaw Bartnik,M,182,91,Poland
8311,"Joseph ""Joe"" Bartoch",M,190,98,Canada
8312,Lszl Bartk,M,0,0,Hungary
8313,Michele Bartoli,M,180,70,Italy
8314,Frank Bartolillo,M,165,67,Australia
8315,"Erica K. Bartolina (Boren-, -Fraley)",F,165,58,United States
8316,Enzo Bartolini,M,0,0,Italy
8317,Luigi Bartolini,M,0,0,Italy
8318,Nello Bartolini,M,167,0,Italy
8319,Abbo Dias Bartolomeu,M,0,0,Angola
8320,Christopher Paul Bartolone,M,179,86,Italy
8321,Eddy Enrique Bartolozzi,M,177,85,Venezuela
8322,Antonn Barto,M,180,0,Czechoslovakia
8323,Bruce Michael Barton,M,180,71,United States
8324,Carrie Elizabeth Barton,F,165,59,United States
8325,"Christopher Bertram Ronald ""Chris"" Barton",M,0,0,Great Britain
8326,Clive Barton,M,189,85,Australia
8327,"Frederick Bertram ""Derick"" Barton",M,0,0,Great Britain
8328,"Richard Walter ""Dick"" Barton",M,0,0,South Africa
8329,George Raymond Barton,M,181,80,Australia
8330,"Gregory Mark ""Greg"" Barton",M,180,79,United States
8331,"James ""Jim"" Barton",M,188,84,United States
8332,Karl Edward James Barton,M,167,68,Great Britain
8333,Rosalyn Barton (-Cooper),F,0,0,Australia
8334,Slavomr Barto,M,183,81,Czechoslovakia
8335,Maureen Anne Barton-Chitty,F,170,61,Great Britain
8336,Jitka Bartonikov,F,175,56,Czech Republic
8337,Kateina Bartoov,F,174,65,Czech Republic
8338,Zdeka Bartoov-ilhav (Kus-),F,178,85,Czechoslovakia
8339,Magdalena Barto (-Chezan),F,166,58,Romania
8340,Erzsbet Bartos-Heldt,F,162,52,Hungary
8341,Heinrich Anton Bartosch,M,0,0,Austria
8342,Peter Bartosiewicz,M,176,68,Czechoslovakia-1
8343,Alison Bartosik,F,172,64,United States
8344,Jan Bartosik,M,182,92,Poland
8345,Alena Bartoov,F,165,55,Czechoslovakia
8346,Joanna Danuta Bartosz (-Bronarska),F,154,42,Poland
8347,Micha Bartoszak,M,180,67,Poland
8348,Danuta Bartoszek,F,155,55,Canada
8349,Wodzimierz Joachim Bartoszewicz,M,0,0,Poland
8350,Daniela Brtov (-Breckov),F,163,64,Czechoslovakia
8351,Heidemarie Brtov-Grck,F,162,59,Czechoslovakia
8352,Duan Bartovi,M,178,74,Czechoslovakia
8353,Milan Bartovi,M,183,88,Slovakia
8354,John Lavers Bartram,M,173,68,Australia
8355,Andreas Ernst Gustav Walter Bartram,M,0,0,Germany
8356,Sergio Bartrina Bitterlich,M,182,72,Spain
8357,Christopher Bartsch,M,180,0,Germany
8358,Peter Brtschi,M,182,75,Switzerland
8359,Jan Brt,M,181,67,Czechoslovakia
8360,Karel Brt,M,0,0,Czechoslovakia
8361,Oskars Brtulis,M,190,90,Latvia
8362,Jan Bartnk,M,177,80,Czechoslovakia
8363,Miroslav Bartek,M,0,0,Czechoslovakia
8364,Saskia Bartusiak,F,170,60,Germany
8365,Vincas Bartuka,M,170,0,Lithuania
8366,"Jennifer Ann ""Jenny"" Bartz (-McGillin)",F,171,61,United States
8367,"Randall Earl ""Randy"" Bartz",M,175,75,United States
8368,Edmund Ludwik Bartomiejczyk,M,0,0,Poland
8369,Morea Baru,M,162,62,Papua New Guinea
8370,Enrique Bara Lecaros,M,180,76,Peru
8371,Alberto Barucco,M,176,66,Argentina
8372,Andreas Barucha,M,180,93,Germany-2
8373,Stefan Barucha,M,184,90,Germany-1
8374,Alain Pierre Barudoni,M,177,74,Switzerland
8375,Sawomir Barul,M,176,70,Poland
8376,Jadran Barut,M,178,73,Yugoslavia
8377,"Ernest William ""Bill"" Barwick",M,0,0,Australia
8378,Franz Barwig,M,0,0,Austria
8379,Anita Brwirth (-Hardekopf),F,0,0,Germany
8380,Adam Barwood,M,185,82,New Zealand
8381,Malin Birgitta Baryard-Johnsson,F,172,52,Sweden
8382,Mariya Mikhaylovna Barykina,F,170,56,Russia
8383,Varvara Borisovna Barysheva,F,168,62,Russia
8384,Olga Fyodorovna Barysheva-Korostelyova,F,168,67,Soviet Union
8385,Aleksandr Georgiyevich Baryshnikov,M,198,130,Soviet Union
8386,Anastasiya Vladimirovna Baryshnikova,F,173,67,Russia
8387,Ginter Helmut Barysz (Barisch),M,0,0,Poland
8388,Norbelis Brzaga Vzquez,M,177,75,Cuba
8389,Andrea Barzagli,M,190,82,Italy
8390,Serafim Ivanov Barzakov,M,170,66,Bulgaria
8391,Khristo Barzanov,M,181,78,Bulgaria
8392,Mansour Barzegar,M,178,74,Iran
8393,Sajjad Barzi,M,195,120,Iran
8394,Miguel ngel Brzola,M,172,54,Argentina
8395,Paulina Barzycka,F,181,67,Poland
8396,Hctor Bas,M,163,63,Puerto Rico
8397,Jos Bas Molina,M,0,0,Spain
8398,Maurice Bas,M,0,0,France
8399,"Franois ""Nol"" Bas",M,0,0,France
8400,Ion Baa,M,177,75,Romania
8401,Marko Baa,M,190,80,Serbia and Montenegro
8402,Silvano Basagni,M,182,84,Italy
8403,Juan Ignacio Basaguren Garca,M,182,81,Mexico
8404,Birendra Nath Basak,M,0,0,India
8405,Jol Basaldua Bravo,M,160,56,Peru
8406,Anna Yevgenyevna Basalkina,F,175,54,Russia
8407,Josateki Basalusalu,M,165,86,Fiji
8408,Sambiao Basanung,M,0,0,Philippines
8409,Hakk Baar,M,185,97,Turkey
8410,Azzedine Basbas,M,165,56,Algeria
8411,Iurie Bacatov,M,190,85,Soviet Union
8412,Gabriella Bascelli,F,185,75,Italy
8413,M. Bascher,M,0,0,United States
8414,Michaela Baschin,F,163,48,Germany
8415,Jeremy Bascom,M,170,73,Guyana
8416,Jaime Bascon,M,0,0,Bolivia
8417,Dimitri David Bascou,M,181,80,France
8418,Juan (-John) Bascun Jorguera,M,168,73,Chile
8419,Waldemar Edgar Basel,M,0,0,Germany
8420,Dialma Baselgia,M,0,0,Switzerland
8421,"Joseph J. ""Johnny"" Basham",M,0,0,Great Britain
8422,Anatoly Vasilyevich Bashashkin,M,0,0,Soviet Union
8423,A. Sattar Basheer,M,0,0,India
8424,John Bashford,M,0,0,Great Britain
8425,Ndabili Bashingili,M,172,59,Botswana
8426,Atif Bashir,M,167,62,Pakistan
8427,Daham Najim Bashir,M,171,60,Qatar
8428,Ghulam Mustafa Bashir,M,180,74,Pakistan
8429,Khalid Bashir,M,177,65,Pakistan
8430,Khamis Ashur Khamis Bashir,M,140,70,Kuwait
8431,Muhammad Bashir,M,168,73,Pakistan
8432,Muhammad Bashir,M,0,60,Pakistan
8433,Muhammad Bashir,M,0,0,Pakistan
8434,Muhammad Ahmed Bashir,M,180,83,Pakistan
8435,Sayed Bashiri,M,150,50,Iran
8436,Aliasker Bashirov,M,180,69,Turkmenistan
8437,Alibek Alikovich Bashkayev,M,180,81,Russia
8438,Galina Bashlakova,F,172,63,Belarus
8439,Aleksandr Vasilyevich Bashminov,M,209,108,Russia
8440,Jessica Lynn Bashor,F,165,66,Greece
8441,Lindsey Kristin Bashor,F,173,75,Greece
8442,Kayla M. Bashore-Smedley,F,157,58,United States
8443,Clara Basiana Caellas,F,170,39,Spain
8444,Karlo Bai,M,0,0,Primorka
8445,Mirko Bai,M,188,90,Yugoslavia
8446,Mirza Bai,M,188,87,Bosnia and Herzegovina
8447,Sonja Bai,F,182,77,Croatia
8448,Tomislav Bai,M,177,65,Croatia
8449,Andrzej Jzef Basik,M,187,120,Poland
8450,Adam Edward Basil,M,176,76,Australia
8451,Nikoloz Basilashvili,M,185,80,Georgia
8452,Fabio Basile,M,160,66,Italy
8453,Gianluca Basile,M,192,94,Italy
8454,Leonardo Basile,M,185,94,Italy
8455,Norma Enriqueta Basilio Sotelo,F,176,59,Mexico
8456,Igor Mikhaylovich Basinsky,M,180,97,Soviet Union
8457,Lulu Basinyi,M,170,61,Botswana
8458,Ahmed Abdul Basith,M,178,75,India
8459,Kalle Bask,M,191,81,Finland
8460,Estelle Jane Baskerville (-Diehl),F,167,57,United States
8461,Robin Baskerville,M,177,76,Great Britain
8462,John Glenn Baskfield,M,173,81,United States
8463,Tracy A. Baskin,M,190,77,United States
8464,Kemal Bakr,M,167,67,Turkey
8465,Gunta Bako,F,181,74,Latvia
8466,Dragica Basleti,F,0,0,Yugoslavia
8467,Giulio Basletta,M,0,0,Italy
8468,Marios Basmatzian,M,169,65,Greece
8469,Arjun Kumar Basnet,M,171,58,Nepal
8470,Krishna Bahadur Basnet,M,168,58,Nepal
8471,Laxman Basnet,M,162,50,Nepal
8472,Kudakwashe Basopo,F,162,60,Zimbabwe
8473,Mohamed Basri,M,0,100,Morocco
8474,"Raymond Henry ""Benny"" Bass",M,167,59,United States
8475,Gina Bass,F,0,0,Gambia
8476,Valma Bass,F,168,65,Saint Kitts and Nevis
8477,Christina Victoria Bassadone,F,173,58,Great Britain
8478,Bakr El-Sayed Bassam,M,170,90,Egypt
8479,Christian Gustavo Bassedas,M,176,74,Argentina
8480,Jean-Pierre Bassegela,M,169,65,Congo (Brazzaville)
8481,Christian Bassemir,M,178,76,West Germany
8482,Russell Basser,M,194,97,Australia
8483,Dominique Basset,M,182,85,France
8484,Denis Raymond Basset,M,0,0,Racing Club de France
8485,Carling Kathrin Bassett-Seguso,F,168,54,Canada
8486,Ironbar Bassey,M,180,110,Nigeria
8487,Patrick Bassey,M,157,67,Nigeria
8488,Lanny Robert Bassham,M,175,73,United States
8489,Giancarlo Bassi,M,0,0,Italy
8490,Ray Bassil,F,175,65,Lebanon
8491,Marc Bassingthwaighte,M,178,68,Namibia
8492,Patrizia Bassis,F,171,65,Italy
8493,Hans Peter Bssler,M,0,0,Switzerland
8494,Gino Basso,M,0,0,Italy
8495,Godofredo O. Basso Zerquera,M,0,0,Cuba
8496,Jean Bassomben,M,182,86,Cameroon
8497,Corne Basson,M,178,81,South Africa
8498,Jean Basson,M,185,79,South Africa
8499,Imad Bassou,M,173,66,Morocco
8500,Bruno Bassoul,M,178,70,Lebanon
8501,Dieter Bast,M,173,71,West Germany
8502,Piotr Basta,M,205,105,Poland
8503,Hanafy Bastan,M,0,0,Egypt
8504,Vicky Bastarache,F,167,68,Canada
8505,Manuel Bast Durn,M,0,0,Spain
8506,Claudiu Batea,M,175,73,Romania
8507,Walter Bastenie,M,0,0,Belgium
8508,Evert Bastet,M,183,90,Canada
8509,Istvn Bsti,M,174,62,Hungary
8510,Monica Bastiani,F,175,0,Italy
8511,Werner Alfons Bastians,M,178,74,West Germany
8512,Anders Harald Christoffer Bastiansen,M,190,93,Norway
8513,Louis Bastien,M,0,0,France
8514,Guillaume Bastille,M,176,70,Canada
8515,Dsir Bastin,M,172,70,Belgium
8516,Jules Bastin,M,0,0,Belgium
8517,Antnio de Almeida Bessone Basto,M,172,73,Portugal
8518,Joaquim Antnio Vasco Leite Pereira de Melo Ferreira Pinto Basto,M,164,70,Grifo III
8519,Rodrigo Bessone Basto Junior,M,0,0,Portugal
8520,Raffaele Bastoni,M,0,0,Italy
8521,Rodrigo Pimentel Bastos,M,181,100,Brazil
8522,"Nani Rahayu ""Yayuk"" Basuki-Suharyadi",F,165,55,Indonesia
8523,Leonardo Basurto Padilla,M,0,0,Mexico
8524,Saeed Basweidan,M,160,61,Yemen
8525,Waldemar Romuald Baszanowski,M,165,65.5,Poland
8526,Bat-Ochiryn Ser-Od,M,169,61,Mongolia
8527,Ilona Bata,F,185,71,Hungary
8528,Cristian Ioan Bag,M,171,62,Romania
8529,Polona Batagelj,F,173,53,Slovenia
8530,Dominique Bataille,M,194,85,France
8531,Mathieu Bataille,M,190,125,France
8532,Mathilde Bataille,F,0,0,France
8533,Joseph Batangdon,M,176,74,Cameroon
8534,Susanna Batazzi,F,175,57,Italy
8535,Colin Batch,M,185,74,Australia
8536,Brice Vivien Batchaya Ketchanke,M,172,85,Cameroon
8537,Mary Evelyn Beatrice (Longman-) Batchelder,F,0,0,United States
8538,"Joseph Laws ""Joe"" Batchelder",M,186,84,Bingo
8539,Erica Anne Batchelor,F,0,0,Great Britain
8540,"Jeffrey ""Jeff"" Batchelor",M,170,75,Canada
8541,"Stephen James ""Steve"" Batchelor",M,180,79,Great Britain
8542,Warner Stanton Batchelor,M,0,0,Australia
8543,Batchuluuny BatOrgil,M,174,66,Mongolia
8544,Richard Charles Ian Bate,M,183,77,Great Britain
8545,Petr Batk,M,183,80,Czechoslovakia
8546,"Douglas Scott ""Doug"" Bateman",M,183,79,United States-1
8547,Henry Mayo Bateman,M,0,0,Great Britain
8548,Philip G. Bateman,M,177,61,Great Britain
8549,Sarah Blake Bateman,F,165,55,Iceland
8550,"Raymond Henry ""Ray"" Bateman, Jr.",M,180,68,United States-2
8551,Anders Ingemar Btemyr,M,176,71,Sweden
8552,"Alfred Hilborn ""Al"" Bates",M,183,70,United States
8553,Evan Bates,M,188,81,United States-3
8554,Michael Jeremy Bates,M,180,72,Great Britain
8555,"Katherine Linsey ""Kate"" Bates",F,176,69,Australia
8556,Michael Dion Bates,M,180,86,United States
8557,Orlando Bates,M,168,68,Barbados
8558,"Susannah Wilson ""Suzie"" Bates",F,174,75,New Zealand
8559,Vladimir Batez,M,192,85,Serbia and Montenegro
8560,Batgereliin Mngntuyaa,F,163,51,Mongolia
8561,"Robert ""Bobby"" Bath",M,0,0,Australia
8562,Istvn Bathzi,M,196,88,Hungary
8563,Charlotte M. Bathe (Hollingsworth-),F,165,64,Great Britain
8564,Walter Bathe,M,0,0,Germany
8565,Cheick Oumar Bathily,M,0,0,Mali
8566,Diguy Bathily,M,0,141,Senegal
8567,Alberto G. Batignani Trucco,M,0,0,Uruguay
8568,Borislav Batikov,M,0,0,Bulgaria
8569,Bernard Batillat,M,0,0,France
8570,Slavcho Todorov Batinkov,M,178,64,Bulgaria
8571,Adam Batirov,M,165,71,Bahrain
8572,Joo Batista da Silva,M,175,74,Brazil
8573,Joo Santos Batista,M,179,68,Brazil
8574,Alexi Batista,M,156,66,Panama
8575,Csar Silva Batista,M,176,70,Portugal
8576,Eider Batista Vargas,M,171,70,Cuba
8577,Michel Batista de Moya,M,172,98.5,Cuba
8578,Michel Batista Martnez,M,182,96,Cuba
8579,Pascual Batista,M,0,0,Argentina
8580,Paulo Roberto Batista Jnior,M,185,90,Brazil
8581,Rafael Batista,M,180,86,Puerto Rico
8582,Ricardo Jorge Batista,M,181,76,Portugal
8583,Vasco Batista,M,0,0,Portugal
8584,Oleksandr Oleksandrovych Batiuk,M,180,74,Ukraine
8585,Oleksandr Mykhailovych Batiuk,M,171,67,Soviet Union
8586,Batjargalyn Odkh,M,195,90,Mongolia
8587,Noemi Batki,F,167,62,Italy
8588,Jzef Batkiewicz,M,175,73,Poland
8589,Marek Rafa Batkiewicz,M,180,76,Poland
8590,Suzy Batkovic (-Brown),F,195,89,Australia
8591,Attila Btky,M,180,84,Slovakia
8592,Alexis Batle Arredono,M,191,90,Cuba
8593,Thomas Batliner,M,176,74,Liechtenstein
8594,Jean Batmale,M,0,0,France
8595,Daniel Batman,M,171,71,Australia
8596,Bijan Batmani,M,164,57,Iran
8597,Ergn Batmaz,M,168,69,Turkey
8598,Magali Baton,F,167,57,France
8599,Csilla Btorfi,F,165,69,Hungary
8600,Zoltn Btorfi,M,188,79,Hungary
8601,Ivan Btory,M,189,82,Slovakia
8602,Sandjema Batouli,F,165,60,Comoros
8603,Milo Btovsk,M,178,65,Slovakia
8604,Manika Batra,F,179,63,India
8605,Jaime Antonio Batres Morales,M,170,67,Guatemala
8606,Batsaikhanyn Dlgn,M,179,72,Mongolia
8607,Vitalina Igorevna Batsarashkina,F,162,60,Russia
8608,Mieczysaw Jzef Batsch,M,172,70,Poland
8609,Reinhold Batschi,M,182,92,Romania
8610,Jrgen Btschmann,M,188,88,Switzerland
8611,Thato Batshegi,M,176,57,Botswana
8612,La Moine (Lemoine) H. Batson,M,0,0,United States
8613,Batskhiin Khayankhyarvaa,M,168,68,Mongolia
8614,"Francisco J. ""Frank"" Battaglia",M,175,0,Canada
8615,Grard Battaglia,M,171,68,Damoiselle IV
8616,Philippe Battaglia,M,181,78,Monaco
8617,Ren Battaglia,M,164,78,Monaco
8618,Roberto Battaglia,M,0,0,Italy
8619,Erick Batte Herrera,M,185,79,Cuba
8620,Edward Battel,M,0,0,Great Britain
8621,Ann E. Battelle (-Ayad),F,175,73,United States
8622,Ivo Battelli,M,0,0,Italy
8623,"Guinevere ""Guin"" Batten",F,172,74,Great Britain
8624,"Jane Kimberley ""Kim"" Batten",F,170,57,United States
8625,Malcolm William Batten,M,185,85,Australia
8626,Miriam Batten (-Luke),F,174,70,Great Britain
8627,Bodo Kurt Battenberg,M,182,73,Germany
8628,Doris M. Batter (-Hatton),F,0,0,Great Britain
8629,"James Stewart ""Jim"" Battersby",M,195,90,Australia
8630,Kerry Battersby (-Agg),F,163,52,Australia
8631,Robert Glenn Battersby,M,0,0,Canada
8632,Thomas Sydney Battersby,M,0,0,Great Britain
8633,Frank Battig,M,179,73,Austria
8634,Marco Battilana,M,170,78,Switzerland
8635,Walter Whall Battiss,M,0,0,South Africa
8636,ric Battista,M,170,70,France
8637,Gary Anthony Battistella,M,0,0,Canada
8638,Stefano Battistelli,M,176,61,Italy
8639,Romano Battisti,M,190,91,Italy
8640,Maurizio Battistini,M,0,0,San Marino
8641,Sergio Battistini,M,0,0,Italy
8642,Patrick Battiston,M,180,75,France
8643,Battulgyn Oktyabri,M,163,60,Mongolia
8644,Battulgyn Temlen,M,183,124,Mongolia
8645,Emily Batty,F,161,48,Canada
8646,Yelena Nikolayevna Batukhtina-Tyurina,F,184,82,Unified Team
8647,Batulamai Rajakumar,M,170,59,Malaysia
8648,Nicolas Batum,M,203,105,France
8649,Arieh Batun-Kleinstub,M,0,0,Israel
8650,Luasa Batungile,M,189,75,Congo (Kinshasa)
8651,Valery Batura,M,183,82,Unified Team
8652,Yekaterina Sergeyevna Baturina,F,178,74,Russia
8653,Eugenio Baturone Ribas,M,164,74,Spain-1
8654,Albert Georgiyevich Batyrov,M,165,66,Belarus
8655,Mavlet Alavdinovich Batyrov,M,160,60,Russia
8656,"Yanina Farkhadovna ""Yana"" Batyrshina",F,163,47,Russia
8657,Anna Yevgenyevna Batyushko,F,164,69,Belarus
8658,Nestoras Batzelas,M,185,120,Greece
8659,Albert Batzill,M,176,65,West Germany
8660,Alexander Bau,M,187,85,Germany
8661,Martin Bau,M,182,74,Slovenia
8662,Sabine Christiane Bau,F,180,66,West Germany
8663,Gnther Bauch,M,179,87,Germany
8664,Herbert Bauch,M,182,81,East Germany
8665,Jan Bauch,M,0,0,Czechoslovakia
8666,Armando Bauche,M,170,66,Mexico
8667,Bernd Bauchspie,M,182,82,Germany
8668,Adeline Baud (-Mugnier),F,162,56,France
8669,Frdric Baud,M,177,65,France
8670,Jean-Jacques Baud,M,184,77,France
8671,M. Baudechon,M,0,0,France
8672,Mathieu Albert Daniel Bauderlique,M,185,81,France
8673,Belinda C. Baudin (Nairn-),F,162,59,United States
8674,Robert Baudinne,M,0,0,Belgium
8675,Stefano Baudino,M,180,82,Italy
8676,L. Baudoin,M,0,0,France
8677,Paule Baudouin,F,172,58,France
8678,Bernard Paul Arthur Baudoux,M,0,0,France
8679,"Claudius ""Claude"" Baudoux",M,0,0,Belgium
8680,Yvon Baudoux,M,0,0,Belgium
8681,Henri Baudrand,M,0,0,France
8682,Roland Baudric,M,0,0,France
8683,Jacques Baudrier,M,0,0,Crabe II-12
8684,Lucien Alexandre Baudrier,M,0,0,Nina Claire-30
8685,Yves Baudrier,M,0,0,Qu'Importe
8686,Anne-Marie Bauduin,F,145,40,France
8687,Fernand Bauduin,M,0,0,France
8688,Aloisia Bauer,F,160,56,West Germany
8689,"Andreas ""Andi"" Bauer",M,184,70,West Germany
8690,Andreas Bauer,M,186,75,West Germany
8691,Anton-Martin Bauer,M,195,86,Austria
8692,Armin Bauer,M,174,66,Italy
8693,Bernhard Bauer,M,192,84,Germany
8694,Christian Bauer,M,171,80,Germany
8695,Dennis Bauer,M,190,85,Germany
8696,Dorothee Bauer,F,156,47,Germany
8697,Emmerich Bauer,M,0,73,Austria
8698,Fritz Bauer,M,170,0,Germany
8699,Georges Bauer,M,0,0,Luxembourg
8700,Gustave George Bauer,M,0,0,United States
8701,Hans Bauer,M,0,0,Germany
8702,Hermann Bauer,M,191,88,Austria
8703,"Ingeborg ""Inge"" Bauer (Exner-)",F,176,66,East Germany
8704,"Hans Jacob ""Jack"" Bauer",M,190,80,New Zealand
8705,John William Bauer,M,170,67,United States
8706,Josef Bauer,M,0,0,Czechoslovakia
8707,Julije Bauer,M,0,0,Yugoslavia
8708,Karin Bauer,F,165,56,Austria
8709,Klemen Bauer,M,183,72,Slovenia
8710,Leopold Bauer,M,0,0,Austria
8711,Lisa Bauer,F,170,59,Canada
8712,Luk Bauer,M,181,73,Czech Republic
8713,Paul Friedrich Peter Bauer,M,0,0,Germany
8714,Reinhold Bauer,M,186,94,West Germany
8715,Robert Bauer,M,183,76,Germany
8716,Rudolf (-Rezs) Bauer,M,0,0,Hungary
8717,Seth David Bauer,M,165,50,United States
8718,Simone Bauer,F,175,70,Germany
8719,"Stephen Todd ""Steve"" Bauer",M,170,72,Canada
8720,Sybil Lorina Bauer,F,0,0,United States
8721,Thophile Bauer,M,0,0,Belgium
8722,Thomas Bauer,M,173,69,Germany
8723,Tom Bauer,M,175,79,Czechoslovakia
8724,Veronika Elisabeth Bauer,F,165,62,Canada
8725,Viola Bauer,F,167,61,Germany
8726,Kim-Lars Bauermeister,M,170,56,Germany
8727,Maritta Bauerschmidt (-Grieig),F,158,43,East Germany
8728,"Wilhelm Bernd ""Willi"" Baues",M,182,79,West Germany-1
8729,Grgory Benot Baug,M,181,100,France
8730,"Frederick ""Fred"" Baugh",M,0,74,Australia
8731,"Hale Baugh, Jr.",M,0,0,United States
8732,Richard Wayne Baughman,M,188,80,United States
8733,Jean-Louis Baugnies,M,176,66,Belgium
8734,Pierre Baugniet,M,0,0,Belgium
8735,Crosbie Baulch,M,190,87,Australia
8736,"James Steven ""Jamie"" Baulch (Mills-)",M,173,71,Great Britain
8737,Yury Nikolayevich Baulin,M,189,86,Soviet Union
8738,Alfred Baum,M,176,70,West Germany
8739,"Eric William ""Billy"" Baum",M,193,89,Puerto Rico
8740,Dwight James Baum,M,0,0,United States
8741,Frank Baum,M,180,77,East Germany
8742,"Hermine ""Herma"" Bauma",F,161,68,Austria
8743,Karlo Bauman,M,0,0,Konstanz
8744,Arnolds Baumanis,M,0,0,Latvia
8745,Herberts Baumanis,M,0,0,Russia
8746,Rudolfs Baumanis,M,0,0,Latvia
8747,Albert Baumann,M,0,0,Switzerland
8748,Alex Baumann,M,181,100,Switzerland-1
8749,"Alexander ""Alex"" Baumann",M,189,80,Canada
8750,Ashton Baumann,M,191,74,Canada
8751,Christian Baumann,M,163,60,Switzerland
8752,Dieter Baumann,M,178,62,West Germany
8753,Edgar Baumann Duran,M,178,85,Paraguay
8754,douard Andr Baumann,M,0,0,France
8755,"Eduard ""Edy"" Baumann",M,0,0,Switzerland
8756,Georg Baumann,M,174,71,Russia
8757,Hannes Baumann,M,188,77,Germany
8758,Hans Baumann,M,0,0,Austria
8759,Hans Baumann,M,0,0,Switzerland
8760,Hans Baumann,M,180,89,West Germany-2
8761,Helmuth Baumann,M,181,98,East Germany
8762,Henri Baumann,M,0,0,Switzerland
8763,Hermann Baumann,M,0,0,Switzerland
8764,Jackie Baumann,F,173,58,Germany
8765,Jasmin Baumann (-Nunige),F,162,49,Switzerland
8766,Jean Baumann,M,169,75,France
8767,Jonas Baumann,M,175,71,Switzerland
8768,Kurt Baumann,M,186,82,Switzerland
8769,Matthias Andreas Baumann,M,176,69,West Germany
8770,Pawe Zbigniew Baumann,M,182,85,Poland
8771,Romed Baumann,M,184,91,Austria
8772,Wilhelm Baumann,M,0,0,Germany
8773,Maren Baumbach,F,170,60,Germany
8774,Alphonse Baume,M,170,68,Switzerland
8775,Anne Sofie Holm Baumeister (Jrgensen-),F,168,54,Denmark
8776,Stefan Baumeister,M,173,72,Germany
8777,"Geertruida Christina (Gertrude-) ""Truus"" Baumeister",F,0,0,Netherlands
8778,"Friedrich Wilhelm ""Willi"" Baumeister",M,0,0,Germany
8779,Eleanore Bumel,F,0,0,Austria-2
8780,Daniela Baumer (-Tenger),F,168,65,Switzerland
8781,Lewis Christopher Edward Baumer,M,0,0,Great Britain
8782,"Suzanne Carol ""Susie"" Baumer (-Ford)",F,168,60,Australia
8783,Jean Jacques Baumert,M,180,84,France
8784,Bernd Baumgart,M,190,84,East Germany
8785,Iga Baumgart,F,178,58,Poland
8786,Wolfgang Baumgart,M,186,77,West Germany
8787,Alexander Baumgrtel,M,188,82,Germany
8788,"Adolf ""Addi"" Baumgarten",M,0,0,Germany
8789,Frank Baumgartl,M,176,61,East Germany
8790,Alexej Baumgrtner,M,182,83,Germany
8791,Armin Baumgartner,M,189,88,Switzerland-2
8792,August Baumgartner,M,0,0,Austria
8793,Bruce Robert Baumgartner,M,188,130,United States
8794,Hans-Peter Baumgartner,M,190,71,West Germany
8795,Johannes Baumgartner,M,0,0,Switzerland
